dataset_name,dataset_url,dataset_download_date,dataset_last_updated
Austin Fire Department Strategic Plan 2020-25 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Austin-Fire-Department-Strategic-Plan-2020-25/qd4g-fhhw,11/10/2023,09/21/2020
Summer Meal Programs - Summer Food Service Program (SFSP) - Meal Reimbursement - Program Period 2019 | Open Data Portal,https://data.texas.gov/dataset/Summer-Meal-Programs-Summer-Food-Service-Program-S/qfx6-quyy,10/28/2023,06/05/2023
AMANDA_Street_Events | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/AMANDA_Street_Events/qfdt-ma2g,12/12/2023,11/08/2023
Open Records Requests | Open Data Portal,https://data.texas.gov/See-Category-Tile/Open-Records-Requests/qg9j-uw8s,10/29/2023,10/18/2023
CPS 1.6 Family Preservation - Families Completing Services By County FY2013-2022 | Open Data Portal,https://data.texas.gov/dataset/CPS-1-6-Family-Preservation-Families-Completing-Se/qgb4-hct3,10/28/2023,02/15/2023
Performance Measure Definition: Trauma Alert Patient Count | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Performance-Measure-Definition-Trauma-Alert-Patien/qemh-xthp,11/10/2023,04/02/2019
9228 Businesses Who Reported Growth | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/9228-Businesses-Who-Reported-Growth/qewx-fd3v,10/28/2023,04/10/2023
2020 Hurricane Laura | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2020-Hurricane-Laura/qf82-4j3g,11/10/2023,08/31/2022
AFD Fire Incidents 2018 January - December | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/AFD-Fire-Incidents-2018-January-December/qfh8-gqkb,10/28/2023,04/10/2023
Meet our Executive Team | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Meet-our-Executive-Team/qbmi-hdsx,11/10/2023,04/03/2018
Food Distribution Program (FDP) Entitlements - School Nutrition Programs - Program Year 2022-2023 | Open Data Portal,https://data.texas.gov/dataset/Food-Distribution-Program-FDP-Entitlements-School-/qhh3-ayzz,10/28/2023,07/25/2023
Texas Senate Districts Plan S2100 (2013-2022 based on 2020 Census) | Open Data Portal,https://data.texas.gov/dataset/Texas-Senate-Districts-Plan-S2100-2013-2022-based-/qguh-hu4t,10/29/2023,07/20/2023
APS 1.1 Texas Adult Populations at Risk by County/Region FY2013-FY2022 | Open Data Portal,https://data.texas.gov/dataset/APS-1-1-Texas-Adult-Populations-at-Risk-by-County-/qjby-4sji,10/28/2023,02/16/2023
Payment Arrangements | Open Data | City of Austin Texas,https://data.austintexas.gov/Utilities-and-City-Services/Payment-Arrangements/qhxa-cink,10/28/2023,07/28/2023
2018 Collaboration | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2018-Collaboration/qg4g-qfwc,11/10/2023,03/01/2019
2016 RP Warnings + Field Observations | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/2016-RP-Warnings-Field-Observations/qhi8-a9bc,10/29/2023,04/10/2023
Number of Austin Energy Customers 2015 | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Number-of-Austin-Energy-Customers-2015/qmdk-sha4,10/28/2023,04/10/2023
2012 Bond Program Voter Results | Open Data | City of Austin Texas,https://data.austintexas.gov/Budget-and-Finance/2012-Bond-Program-Voter-Results/qmwp-kjjs,02/26/2023,04/10/2023
Bluetooth Travel Sensors - Individual Address Files (IAFs) | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/Bluetooth-Travel-Sensors-Individual-Address-Files-/qnpj-zrb9,10/29/2023,04/10/2023
EOA.B.3 - Number and percentage of Census tracts meeting criteria for R/ECAP (Racially/Ethnically Concentrated Areas of Poverty) | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/EOA-B-3-Number-and-percentage-of-Census-tracts-mee/qn7g-mcec,11/10/2023,02/14/2023
Eminent Domain Noncompliant Entities List | Open Data Portal,https://data.texas.gov/Government-and-Taxes/Eminent-Domain-Noncompliant-Entities-List/qpkm-pcgh,10/29/2023,04/06/2023
2017-2019_Non-Motor Vehicle Stops_Arrests | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/2017-2019_Non-Motor-Vehicle-Stops_Arrests/qpbg-wcus,10/28/2023,04/10/2023
Traffic Detectors | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/Traffic-Detectors/qpuw-8eeb,12/13/2023,11/14/2023
2018 Work | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2018-Work/qnk9-6qhi,11/10/2023,03/01/2019
Texas Department of Transportation Traffic Safety Data Portal: Seat Belts,https://data.texas.gov/stories/s/Texas-Department-of-Transportation-Traffic-Safety-/qjm6-tuhn,11/10/2023,06/20/2022
Sales Tax Allocation: County MTA SPD | Open Data Portal,https://data.texas.gov/dataset/Sales-Tax-Allocation-County-MTA-SPD/qsh8-tby8,12/07/2023,11/08/2023
Natural Systems • Goal 4 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Natural-Systems-Goal-4/qmqg-bsik,11/10/2023,02/14/2023
District 10 Safe Routes Improvement Projects | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/District-10-Safe-Routes-Improvement-Projects/qq9i-judt,11/10/2023,03/03/2022
Menchaca Road Corridor | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Menchaca-Road-Corridor/qqum-8r4v,11/10/2023,08/11/2023
Future Land Use | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Future-Land-Use/qu9j-w54e,10/28/2023,07/01/2023
2022 BPR Figure 1 | Open Data Portal,https://data.texas.gov/dataset/2022-BPR-Figure-1/qswm-n2zf,10/28/2023,03/01/2023
Council District 3 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Council-District-3/qrvm-h97x,11/10/2023,01/08/2021
2020 Census Redistricting Data 5 County Austin MSA - Blocks | Open Data | City of Austin Texas,https://data.austintexas.gov/Locations-and-Maps/2020-Census-Redistricting-Data-5-County-Austin-MSA/qsjt-zm5v,10/29/2023,04/10/2023
Issued Building Permits | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Issued-Building-Permits/quv8-5ckq,12/07/2023,11/06/2023
Speed Management Program | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Speed-Management-Program/quqb-4mss,11/10/2023,11/01/2023
Street Signs and Roadway Markings Work Order Time Logs | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/Street-Signs-and-Roadway-Markings-Work-Order-Time-/qvth-gwdv,12/13/2023,11/14/2023
Bid Book Spreadsheet 2017 | Open Data Portal,https://data.texas.gov/Business-and-Economy/Bid-Book-Spreadsheet-2017/qwhy-c2kk,02/26/2023,08/18/2021
Spanish - Burnet Corridor | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Spanish-Burnet-Corridor/qrka-8d8a,11/10/2023,08/11/2023
Project Connect Equity Tool | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Project-Connect-Equity-Tool/qssb-tryy,11/10/2023,02/14/2023
City Of Austin Properties handled by the Office of Real Estate Services | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/City-Of-Austin-Properties-handled-by-the-Office-of/qv83-5rkn,10/28/2023,04/10/2023
Credit Law Delinquent List,https://data.texas.gov/stories/s/Credit-Law-Delinquent-List/qwhc-yxgg,11/10/2023,09/26/2023
Creative Content Incentive Program Agreements | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Creative-Content-Incentive-Program-Agreements/qwjz-np8k,12/05/2023,04/10/2023
2020 Census Redistricting Data 5 County Austin MSA - Tracts | Open Data | City of Austin Texas,https://data.austintexas.gov/Locations-and-Maps/2020-Census-Redistricting-Data-5-County-Austin-MSA/quyr-6u5e,10/29/2023,04/10/2023
Strategic Measures_ Transit Travel Time Reliability: percent change in MetroBus on-time performance | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/Strategic-Measures_-Transit-Travel-Time-Reliabilit/qxqj-zxnn,10/29/2023,04/28/2023
Strategic Measure_Infant mortality rate (number of deaths of infants younger than 1-year-old per 1000 live births) | Open Data | City of Austin Texas,https://data.austintexas.gov/Health-and-Community-Services/Strategic-Measure_Infant-mortality-rate-number-of-/qxch-wiie,10/28/2023,04/10/2023
2021-2022 Seamless Summer Option School Meal Count - TDA F&N Dashboard | Open Data Portal,https://data.texas.gov/dataset/2021-2022-Seamless-Summer-Option-School-Meal-Count/qzki-mru4,10/28/2023,02/03/2023
R2R 2013 | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/R2R-2013/qxx9-6iwk,10/28/2023,04/10/2023
CPS 1.1 Family Preservation - Children Served And Removed By Region FY2013-2022 | Open Data Portal,https://data.texas.gov/dataset/CPS-1-1-Family-Preservation-Children-Served-And-Re/r25t-upku,02/26/2023,02/02/2023
Feedback: Race and Policing in Austin | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Feedback-Race-and-Policing-in-Austin/qy7q-twts,10/28/2023,04/10/2023
Child and Adult Care Food Programs (CACFP) – Child Care At-Risk Centers – Meal Reimbursement – Program Year 2016-2017 | Open Data Portal,https://data.texas.gov/dataset/Child-and-Adult-Care-Food-Programs-CACFP-Child-Car/r4kx-9rea,10/28/2023,06/18/2021
Recycle Drop Off Locations | Open Data | City of Austin Texas,https://data.austintexas.gov/Locations-and-Maps/Recycle-Drop-Off-Locations/qzi7-nx8g,10/29/2023,04/10/2023
Development Services | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/qwps-5848,02/26/2023,06/11/2020
Strategic Measure_Number and percentage of clients served through City’s health equity contracts who achieve intended healthy outcomes (e.g. healthy infant birth weight) | Open Data | City of Austin Texas,https://data.austintexas.gov/Health-and-Community-Services/Strategic-Measure_Number-and-percentage-of-clients/r4dp-jzmn,10/28/2023,04/10/2023
Child and Adult Care Food Programs (CACFP) – Adult Day Care – Meal Reimbursement – Program Year 2022 - 2023 | Open Data Portal,https://data.texas.gov/dataset/Child-and-Adult-Care-Food-Programs-CACFP-Adult-Day/r4up-szqn,12/05/2023,11/14/2023
Mixed Beverage Taxes Cities Located In Multiple Counties | Open Data Portal,https://data.texas.gov/Government-and-Taxes/Mixed-Beverage-Taxes-Cities-Located-In-Multiple-Co/r7rg-xryu,12/13/2023,11/15/2023
US States Cartographic Boundary Map | Open Data Portal,https://data.texas.gov/dataset/US-States-Cartographic-Boundary-Map/r5bg-j3b6,10/28/2023,07/17/2023
Far West / North Hills | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Far-West-North-Hills/qx6w-zu46,11/10/2023,07/25/2023
HE.D.2 - Number of Days Per Year in Which Ground Level Ozone Concentration Exceeds EPA Standard | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/HE-D-2-Number-of-Days-Per-Year-in-Which-Ground-Lev/r2cp-ctva,11/10/2023,02/14/2023
Number and Percentage of Creatives who report having Access to Affordable Creative Space (Individual Artists) CLL.B.6 | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Number-and-Percentage-of-Creatives-who-report-havi/r5j2-ynwq,10/28/2023,04/10/2023
Texas East Region Original Land Survey Polygons | Open Data Portal,https://data.texas.gov/dataset/Texas-East-Region-Original-Land-Survey-Polygons/r8gw-h8cs,11/16/2023,10/18/2023
Attorney General Opinions -  Overruled Modified Affirmed Withdrawn | Open Data Portal,https://data.texas.gov/See-Category-Tile/Attorney-General-Opinions-Overruled-Modified-Affir/ramn-n827,10/29/2023,07/06/2023
Summer Meal Programs - Seamless Summer Option (SSO) - Meal Reimbursement - Program Period 2019 | Open Data Portal,https://data.texas.gov/dataset/Summer-Meal-Programs-Seamless-Summer-Option-SSO-Me/rbdj-agw7,10/29/2023,06/05/2023
EOA.B.6 - Median Family Income | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/EOA-B-6-Median-Family-Income/r93e-edn2,11/10/2023,02/14/2023
City of Austin Open Data Terms of Use | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/City-of-Austin-Open-Data-Terms-of-Use/ranj-cccq,11/10/2023,11/07/2023
Multifamily Audits and Exemptions for 2016 | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Multifamily-Audits-and-Exemptions-for-2016/rbfa-hpyt,10/28/2023,04/10/2023
Performance Measure Definition: Stroke Alert CPSS Performance | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Performance-Measure-Definition-Stroke-Alert-CPSS-P/raxb-sqqx,11/10/2023,04/02/2019
Dashboard Sitemap | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Dashboard-Sitemap/r9rb-d3hz,11/10/2023,02/14/2023
GTW.G.5 - Number of findings of unethical behavior as determined by the Ethics Review Commission | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/GTW-G-5-Number-of-findings-of-unethical-behavior-a/reex-zx6g,11/10/2023,04/13/2023
TRANSPORTATION_markings_specialty_line | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_specialty_line/rczx-h2ey,12/13/2023,11/08/2023
CPS 4.3 Adoption Placements FY2013 - 2022 | Open Data Portal,https://data.texas.gov/dataset/CPS-4-3-Adoption-Placements-FY2013-2022/rehk-e5h9,10/28/2023,02/09/2023
Strategic Measure_EOA.D.7 Number of households making less than 60% MFI | Open Data | City of Austin Texas,https://data.austintexas.gov/Housing-and-Real-Estate/Strategic-Measure_EOA-D-7-Number-of-households-mak/rej3-2e8c,10/28/2023,04/10/2023
FY 2018-19 Budget Message from the Manager | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/FY-2018-19-Budget-Message-from-the-Manager/rc7g-93gs,02/26/2023,08/07/2019
Strategic Measure_ Percentage of Adults whose body mass index (BMI) is considered overweight or obese | Open Data | City of Austin Texas,https://data.austintexas.gov/Health-and-Community-Services/Strategic-Measure_-Percentage-of-Adults-whose-body/rf3t-xgha,10/29/2023,04/10/2023
2021_trees_Community Tree Report | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2021_trees_Community-Tree-Report/rbtn-k95r,11/10/2023,08/03/2022
HRD Performance Measures - LTW | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/HRD-Performance-Measures-LTW/refz-pwnd,11/10/2023,01/27/2022
Recycling Schedules | Open Data | City of Austin Texas,https://data.austintexas.gov/Utilities-and-City-Services/Recycling-Schedules/rfif-mmvg,10/28/2023,05/17/2023
Citing Data from Portal | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Citing-Data-from-Portal/rfb2-zpjj,11/10/2023,05/17/2019
2016: ECAD Commercial Reported Data | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/2016-ECAD-Commercial-Reported-Data/rhug-fur8,10/28/2023,04/10/2023
Bull Creek Road | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Bull-Creek-Road/rern-qc7b,11/10/2023,05/08/2023
Strategic Measure_FacilityReservations MCPsites | Open Data | City of Austin Texas,https://data.austintexas.gov/Recreation-and-Culture/Strategic-Measure_FacilityReservations-MCPsites/rhyr-j83k,11/24/2023,10/18/2023
EMS - Annual Report Expenses | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/EMS-Annual-Report-Expenses/ri2e-zk22,10/28/2023,04/10/2023
2013: ECAD Commercial Portfolio Manager Reported Data | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/2013-ECAD-Commercial-Portfolio-Manager-Reported-Da/rka3-mjzi,10/29/2023,04/10/2023
2022-2023 TDA Food and Nutrition Program Dashboard,https://data.texas.gov/stories/s/2022-2023-TDA-Food-and-Nutrition-Program-Dashboard/rgxw-dchu,11/10/2023,09/13/2023
Summer Meal Programs - Summer Food Service Program (SFSP) - Contacts and Program Participation - Program Period 2019 | Open Data Portal,https://data.texas.gov/dataset/Summer-Meal-Programs-Summer-Food-Service-Program-S/rmea-7b2m,02/26/2023,10/20/2021
CPS 5.1 Youth in Substitute Care - Youth Eligible for PAL Services by Region with Demographics FY2013-2022 | Open Data Portal,https://data.texas.gov/dataset/CPS-5-1-Youth-in-Substitute-Care-Youth-Eligible-fo/rn86-wusq,02/26/2023,01/31/2023
From Aadhav to Zyva: 6087 Names of Babies Born in Austin in 2017 | Open Data | City of Austin Texas,https://data.austintexas.gov/Housing-and-Real-Estate/From-Aadhav-to-Zyva-6-087-Names-of-Babies-Born-in-/rmd7-g4yz,10/28/2023,04/10/2023
Strategic Measure_Number of City-supported fresh food access points | Open Data | City of Austin Texas,https://data.austintexas.gov/Health-and-Community-Services/Strategic-Measure_Number-of-City-supported-fresh-f/rmsu-6rjn,10/29/2023,04/10/2023
M.B.3 - Percent of households reducing the number of cars in their household | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/M-B-3-Percent-of-households-reducing-the-number-of/rine-sac9,11/10/2023,02/14/2023
CACFP - Meal Count Measure Dataset - 2020-2021 | Open Data Portal,https://data.texas.gov/dataset/CACFP-Meal-Count-Measure-Dataset-2020-2021/rnej-zm88,10/28/2023,10/21/2021
EMS Continuing Education Hours FY 2017 | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/EMS-Continuing-Education-Hours-FY-2017/rn8n-zuca,10/29/2023,04/10/2023
HE.C.2 - Austin's ParkScore Ranking (absolute score and ranking among U.S. cities) | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/HE-C-2-Austin-s-ParkScore-Ranking-absolute-score-a/rnwr-4s4u,11/10/2023,05/26/2023
School Nutrition Programs – Contact Information and Site-Level Program Participation – Program Year 2016-2017 | Open Data Portal,https://data.texas.gov/dataset/School-Nutrition-Programs-Contact-Information-and-/rrha-c39n,10/29/2023,04/05/2023
Strategic Measure_M.E.4_Linear miles of protected bikeways swept annually | Open Data | City of Austin Texas,https://data.austintexas.gov/Environment/Strategic-Measure_M-E-4_Linear-miles-of-protected-/rq97-pedv,10/28/2023,05/17/2023
Power Plants | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Power-Plants/rrvf-v5xe,10/28/2023,04/10/2023
Performance Measure Definition: Patient Transport Count | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Performance-Measure-Definition-Patient-Transport-C/rr4a-iu3j,11/10/2023,04/02/2019
Artificial Flow Path | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Artificial-Flow-Path/rrz4-n93u,12/09/2023,11/12/2023
GarbageRecycle2015RR | Open Data | City of Austin Texas,https://data.austintexas.gov/Locations-and-Maps/GarbageRecycle2015RR/rtqb-u5jq,10/29/2023,05/17/2023
Building Inspections Performed Within 24 Hours | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/rqkh-fsmb,11/10/2023,05/18/2016
ECAD  2017 Commercial Annual Benchmarking (7/25/2018) | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/ECAD-2017-Commercial-Annual-Benchmarking-7-25-2018/rs4a-x7f5,10/29/2023,04/10/2023
Veteran Population by Congressional District 2018 | Open Data Portal,https://data.texas.gov/dataset/Veteran-Population-by-Congressional-District-2018/rttg-5d8v,10/28/2023,05/04/2022
M.E.2 - Percent satisfaction with the overall maintenance of City sidewalks | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/M-E-2-Percent-satisfaction-with-the-overall-mainte/rs7k-ptem,11/10/2023,02/14/2023
EOA.C.3 - Dollars-per-hour wage that an individual must earn to support a family in Austin | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/EOA-C-3-Dollars-per-hour-wage-that-an-individual-m/rt9q-qkym,11/10/2023,02/14/2023
Summer Meal Programs - Seamless Summer Option (SSO) – Meal Count Information – Program Period 2020 | Open Data Portal,https://data.texas.gov/dataset/Summer-Meal-Programs-Seamless-Summer-Option-SSO-Me/rtup-qcaz,10/28/2023,10/26/2021
Council District 10 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Council-District-10/rpux-kryd,11/10/2023,07/11/2023
Austin Fire Department and ATCEMS Stations | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Austin-Fire-Department-and-ATCEMS-Stations/rseh-55mp,11/10/2023,10/30/2023
Texas Commission on Environmental Quality - Notices of Enforcement (NOE) | Open Data Portal,https://data.texas.gov/dataset/Texas-Commission-on-Environmental-Quality-Notices-/rua3-iswk,10/28/2023,06/15/2023
Digital Inclusion Week 2023 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Digital-Inclusion-Week-2023/rteg-xzc9,11/10/2023,09/29/2023
2018 Response to Resistance Data | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/2018-Response-to-Resistance-Data/rus9-w6q5,10/28/2023,04/10/2023
West Rundberg Lane | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/West-Rundberg-Lane/rtsu-m38y,11/10/2023,12/29/2020
Address Changes | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Address-Changes/ruj7-9gwq,12/13/2023,11/15/2023
Strategic Measure_HE.D.1 Number of Days Per Year of Good Air Quality (Air Quality Index Value <51) | Open Data | City of Austin Texas,https://data.austintexas.gov/Environment/Strategic-Measure_HE-D-1-Number-of-Days-Per-Year-o/rvnm-s7e3,10/28/2023,04/10/2023
Summer Meal Programs - Seamless Summer Option (SSO) – Meal Count Information – Program Period 2018 | Open Data Portal,https://data.texas.gov/Agriculture/Summer-Meal-Programs-Seamless-Summer-Option-SSO-Me/rw2u-mey4,02/26/2023,10/22/2021
Texas Coin-Operated Amusement Machine Taxpayers | Open Data Portal,https://data.texas.gov/See-Category-Tile/Texas-Coin-Operated-Amusement-Machine-Taxpayers/ryd4-r7mh,12/13/2023,11/14/2023
EOA.C.6 - Number and percentage of residents living in an area considered to be a “Complete Community” (i.e. a community where people’s basic needs/essential services can be met with short trips) | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/EOA-C-6-Number-and-percentage-of-residents-living-/rw4g-mrjp,11/10/2023,02/14/2023
2021_Austins_Trees_Community Tree Report | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2021_Austins_Trees_Community-Tree-Report/rvrw-3yet,11/10/2023,08/09/2022
Strategic Measure_Number and percentage of emergency responses that meet established time standards for that type of response | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Strategic-Measure_Number-and-percentage-of-emergen/rxdk-7jrs,10/28/2023,04/10/2023
Zoning (Small Map Scale) | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Zoning-Small-Map-Scale-/rwvf-3qkm,12/13/2023,11/08/2023
Traffic Fatalities 2017 Working 500 Meters Without Formatting.xlsm | Open Data | City of Austin Texas,https://data.austintexas.gov/Public-Safety/Traffic-Fatalities-2017-Working-500-Meters-Without/rx3x-btgd,10/29/2023,04/10/2023
Sound Ordinance Permits | Open Data | City of Austin Texas,https://data.austintexas.gov/Recreation-and-Culture/Sound-Ordinance-Permits/ryu3-tuin,12/13/2023,11/14/2023
SD23_Income Segregation_Additional Visualization | Open Data | City of Austin Texas,https://data.austintexas.gov/Health-and-Community-Services/SD23_Income-Segregation_Additional-Visualization/ryn8-4nf9,10/29/2023,04/10/2023
CLL.E.2 - Number of participants in City-offered lifelong learning events activities and resources | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/CLL-E-2-Number-of-participants-in-City-offered-lif/rxmc-jicb,11/10/2023,10/19/2023
"GTW.B.2 - Percentage of City facilities rate as ""good"" in the Facilities Condition Index | Open Data | City of Austin Texas",https://data.austintexas.gov/stories/s/GTW-B-2-Percentage-of-City-facilities-rate-as-good/ry4y-hdrx,11/10/2023,02/14/2023
ATD Data & Tech Services Issues | Open Data | City of Austin Texas,https://data.austintexas.gov/Transportation-and-Mobility/ATD-Data-Tech-Services-Issues/rzwg-fyv8,12/13/2023,11/15/2023
Annual Report FY 2017 | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Annual-Report-FY-2017/rzk6-uqhq,11/10/2023,08/31/2018
GTW.C.2 - Percentage of Austin residents who report being satisfied or very satisfied with the overall quality of services provided by the City | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/GTW-C-2-Percentage-of-Austin-residents-who-report-/rzhz-fjps,11/10/2023,02/14/2023
Economy and Workforce | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Economy-and-Workforce/s26u-bqi4,11/10/2023,08/21/2018
CLL.B.4 - Number and percentage of creative-sector professionals who indicated they benefited from a City-sponsored professional development opportunity | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/CLL-B-4-Number-and-percentage-of-creative-sector-p/rzxy-tiqz,11/10/2023,02/14/2023
Child Care Facilities 2021 Q4 | Open Data Portal,https://data.texas.gov/dataset/Child-Care-Facilities-2021-Q4/s75z-uih8,10/28/2023,05/12/2022
CTM Customer Satisfaction Survey - Issue Resolved 2022 | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/CTM-Customer-Satisfaction-Survey-Issue-Resolved-20/s6pf-383k,12/08/2023,04/10/2023
Community Survey | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Community-Survey/s2py-ceb7,10/29/2023,09/13/2023
Engineering Pre-Requisites | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Engineering-Pre-Requisites/s4vm-yx2j,11/10/2023,12/19/2019
DSD FY 2022 Annual Report | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/DSD-FY-2022-Annual-Report/rs6h-gsnb,11/10/2023,01/09/2023
Public Computer Labs | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Public-Computer-Labs/s6uc-6djk,10/28/2023,04/10/2023
Hearings | Open Data | City of Austin Texas,https://data.austintexas.gov/dataset/Hearings/s7dz-xhcs,10/28/2023,04/10/2023
Public Improvement Bonds Overview | Open Data | City of Austin Texas,https://data.austintexas.gov/Budget-and-Finance/Public-Improvement-Bonds-Overview/s39q-8hvy,12/05/2023,11/06/2023
Tax Assessor Collector Licenses/Permits Issued,https://data.texas.gov/stories/s/Tax-Assessor-Collector-Licenses-Permits-Issued/s5av-n7yr,11/10/2023,10/11/2021
Subdivision Cases | Open Data | City of Austin Texas,https://data.austintexas.gov/Building-and-Development/Subdivision-Cases/s7gx-9m54,12/13/2023,11/15/2023
UTILITIESCOMMUNICATION_stormwater_control | Open Data | City of Austin Texas,https://data.austintexas.gov/Utilities-and-City-Services/UTILITIESCOMMUNICATION_stormwater_control/s98w-xp4q,12/07/2023,11/06/2023
Estimated Number of Tons and Percentage of Curbside-Collected Materials Diverted from Landfills by Austin Resource Recovery | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Estimated-Number-of-Tons-and-Percentage-of-Curbsid/s89s-8ru7,11/10/2023,11/01/2023
Strategic Measure_Austin's Score on the Creative Vitality Index CLL.B.3 | Open Data | City of Austin Texas,https://data.austintexas.gov/Recreation-and-Culture/Strategic-Measure_Austin-s-Score-on-the-Creative-V/s9cr-5vnb,10/28/2023,04/10/2023
2016-Bond | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/2016-Bond/s9ds-pt4m,11/10/2023,09/18/2023
Summer Meal Programs – Summer Food Service Program (SFSP) – Meal Reimbursement – Program Period 2018 | Open Data Portal,https://data.texas.gov/dataset/Summer-Meal-Programs-Summer-Food-Service-Program-S/sba7-5crn,10/28/2023,06/05/2023
2022 BPR Figure 5 | Open Data Portal,https://data.texas.gov/dataset/2022-BPR-Figure-5/sadh-3yix,10/28/2023,03/01/2023
Transportation Safety Projects: Intersection Safety | Open Data | City of Austin Texas,https://data.austintexas.gov/stories/s/Transportation-Safety-Projects-Intersection-Safety/sa9q-m9wz,11/10/2023,10/10/2023
